50Hz-Actual,50Hz-Forecast,AMP-Actual,AMP-Forecast,AT-Actual,AT-Forecast,PL-Actual,PL-Forecast,TBW-Actual,TBW-Forecast,TTG-Actual,TTG-Forecast,TTGf-Actual,TTGf-Forecast,50Hzf-Actual,50Hzf-Forecast,FR-Actual,FR-Forecast,FRf-Actual,FRf-Forecast
"6 116,0","5 787,0","910,0","905,0","104,0","88,0","6 600,0","6 544,0","68,0","77,0","8 978,0","8 896,0","4 900,0","4 822,0","1 596,0","1 614,0","2 373,0","2 251,0","92,0","94,0"
"6 140,0","5 828,0","960,0","928,0","116,0","92,0","6 522,0","6 627,0","57,0","65,0","9 175,0","8 975,0","4 905,0","4 811,0","1 497,0","1 564,0","2 327,0","2 251,0","82,0","94,0"
"6 176,0","5 813,0","981,0","968,0","128,0","92,0","6 513,0","6 594,0","45,0","51,0","8 974,0","9 107,0","4 903,0","4 826,0","1 498,0","1 565,0","2 325,0","2 251,0","62,0","94,0"
"6 245,0","5 855,0","1 013,0","1 010,0","144,0","96,0","6 586,0","6 559,0","37,0","39,0","8 921,0","9 406,0","4 877,0","4 821,0","1 502,0","1 566,0","2 262,0","2 042,0","55,0","96,0"
"6 392,0","5 940,0","1 060,0","1 058,0","168,0","96,0","6 565,0","6 578,0","30,0","31,0","8 816,0","9 500,0","4 596,0","4 806,0","1 504,0","1 566,0","2 180,0","2 042,0","64,0","96,0"
"6 607,0","6 051,0","1 157,0","1 108,0","176,0","100,0","6 655,0","6 588,0","24,0","26,0","9 005,0","9 418,0","4 576,0","4 792,0","1 502,0","1 565,0","2 130,0","2 042,0","57,0","96,0"
"6 812,0","6 164,0","1 255,0","1 157,0","180,0","104,0","6 711,0","6 599,0","19,0","16,0","9 025,0","9 179,0","4 591,0","4 750,0","1 482,0","1 559,0","2 112,0","2 042,0","59,0","96,0"
"7 015,0","6 302,0","1 341,0","1 205,0","160,0","108,0","6 827,0","6 676,0","17,0","12,0","9 059,0","9 271,0","4 528,0","4 624,0","1 448,0","1 550,0","2 107,0","1 903,0","67,0","93,0"
"7 084,0","6 446,0","1 419,0","1 254,0","168,0","116,0","6 921,0","6 784,0","16,0","11,0","9 243,0","9 309,0","4 521,0","4 552,0","1 449,0","1 550,0","2 097,0","1 903,0","71,0","93,0"
"7 124,0","6 554,0","1 474,0","1 305,0","172,0","124,0","6 982,0","6 907,0","15,0","13,0","9 260,0","9 330,0","4 530,0","4 558,0","1 399,0","1 537,0","2 052,0","1 903,0","82,0","93,0"
"7 157,0","6 659,0","1 503,0","1 357,0","152,0","128,0","7 005,0","6 993,0","13,0","11,0","9 220,0","9 360,0","4 530,0","4 540,0","1 355,0","1 523,0","2 055,0","1 903,0","78,0","93,0"
"7 223,0","6 758,0","1 561,0","1 413,0","128,0","136,0","7 019,0","7 073,0","13,0","9,0","9 253,0","9 415,0","4 387,0","4 520,0","1 358,0","1 522,0","2 076,0","1 943,0","78,0","108,0"
"7 314,0","6 850,0","1 611,0","1 468,0","128,0","148,0","6 964,0","7 274,0","11,0","10,0","9 249,0","9 535,0","4 397,0","4 541,0","1 388,0","1 531,0","2 079,0","1 943,0","85,0","108,0"
"7 448,0","6 947,0","1 669,0","1 523,0","132,0","148,0","6 985,0","7 226,0","10,0","13,0","9 281,0","9 479,0","4 394,0","4 495,0","1 426,0","1 542,0","2 113,0","1 943,0","91,0","108,0"
"7 637,0","7 086,0","1 715,0","1 567,0","136,0","156,0","6 997,0","6 975,0","10,0","13,0","9 396,0","9 450,0","4 375,0","4 459,0","1 443,0","1 549,0","2 157,0","1 943,0","100,0","108,0"
"8 001,0","7 221,0","1 781,0","1 729,0","136,0","160,0","7 038,0","6 965,0","10,0","13,0","9 836,0","9 820,0","4 241,0","4 429,0","1 357,0","1 571,0","2 176,0","2 110,0","100,0","139,0"
"8 000,0","7 308,0","1 815,0","1 762,0","160,0","160,0","7 001,0","7 028,0","11,0","15,0","9 892,0","9 858,0","4 207,0","4 396,0","1 302,0","1 544,0","2 205,0","2 110,0","93,0","139,0"
"8 014,0","7 374,0","1 842,0","1 789,0","176,0","160,0","7 053,0","6 977,0","15,0","18,0","9 945,0","9 817,0","4 190,0","4 354,0","1 307,0","1 546,0","2 301,0","2 110,0","91,0","139,0"
"7 979,0","7 445,0","1 873,0","1 802,0","168,0","160,0","7 094,0","6 954,0","16,0","20,0","10 007,0","9 920,0","4 185,0","4 286,0","1 273,0","1 529,0","2 416,0","2 110,0","102,0","139,0"
"8 082,0","7 479,0","1 967,0","1 804,0","172,0","160,0","7 190,0","6 943,0","17,0","22,0","10 061,0","9 966,0","4 469,0","4 261,0","1 195,0","1 486,0","2 552,0","2 301,0","103,0","138,0"
"8 027,0","7 528,0","1 993,0","1 795,0","172,0","164,0","7 220,0","6 930,0","22,0","25,0","9 958,0","9 952,0","4 525,0","4 237,0","1 300,0","1 539,0","2 619,0","2 301,0","107,0","138,0"
"7 827,0","7 491,0","1 880,0","1 782,0","172,0","164,0","7 153,0","6 960,0","25,0","28,0","9 997,0","10 110,0","4 530,0","4 262,0","1 257,0","1 517,0","2 701,0","2 301,0","108,0","138,0"
"7 694,0","7 466,0","1 820,0","1 764,0","164,0","168,0","7 063,0","7 361,0","31,0","31,0","9 838,0","10 116,0","4 289,0","4 306,0","1 245,0","1 511,0","2 726,0","2 301,0","137,0","138,0"
"7 592,0","7 410,0","1 803,0","1 742,0","172,0","168,0","7 051,0","7 327,0","31,0","33,0","9 890,0","10 103,0","4 320,0","4 338,0","1 203,0","1 485,0","2 740,0","2 623,0","151,0","180,0"
"7 424,0","7 264,0","1 757,0","1 714,0","144,0","160,0","6 897,0","7 261,0","23,0","34,0","9 942,0","10 081,0","4 309,0","4 368,0","1 347,0","1 558,0","2 797,0","2 623,0","140,0","180,0"
"7 193,0","7 119,0","1 708,0","1 691,0","128,0","152,0","6 726,0","7 195,0","26,0","36,0","9 872,0","10 021,0","4 300,0","4 398,0","1 341,0","1 556,0","2 750,0","2 623,0","122,0","180,0"
"6 769,0","6 957,0","1 663,0","1 657,0","96,0","140,0","6 612,0","7 129,0","27,0","35,0","9 575,0","9 923,0","4 289,0","4 427,0","1 246,0","1 547,0","2 735,0","2 623,0","132,0","180,0"
"6 397,0","6 802,0","1 577,0","1 619,0","76,0","132,0","5 984,0","6 935,0","23,0","34,0","9 308,0","9 820,0","4 567,0","4 449,0","1 229,0","1 361,0","2 725,0","2 697,0","162,0","174,0"
"5 912,0","6 473,0","1 483,0","1 569,0","68,0","116,0","5 856,0","6 822,0","14,0","32,0","9 041,0","9 639,0","4 646,0","4 462,0","1 325,0","1 370,0","2 644,0","2 697,0","179,0","174,0"
"5 404,0","6 151,0","1 353,0","1 507,0","228,0","100,0","5 786,0","6 636,0","10,0","30,0","8 662,0","9 438,0","4 646,0","4 471,0","1 318,0","1 379,0","2 576,0","2 697,0","149,0","174,0"
"4 774,0","5 821,0","1 163,0","1 446,0","72,0","84,0","5 119,0","6 448,0","8,0","27,0","8 227,0","9 248,0","4 595,0","4 484,0","1 074,0","1 388,0","2 430,0","2 697,0","125,0","174,0"
"4 290,0","5 401,0","977,0","1 328,0","268,0","68,0","3 923,0","6 159,0","11,0","23,0","8 190,0","8 573,0","5 147,0","4 494,0","577,0","1 398,0","2 315,0","2 829,0","101,0","177,0"
"4 092,0","5 034,0","816,0","1 226,0","276,0","72,0","3 969,0","6 147,0","19,0","19,0","8 109,0","8 155,0","5 711,0","4 505,0","761,0","1 409,0","2 152,0","2 829,0","83,0","177,0"
"3 960,0","4 730,0","644,0","1 124,0","292,0","72,0","3 917,0","6 132,0","16,0","15,0","8 000,0","7 872,0","5 427,0","4 509,0","559,0","1 419,0","1 982,0","2 829,0","86,0","177,0"
"3 926,0","4 470,0","553,0","1 016,0","304,0","72,0","3 927,0","6 114,0","17,0","12,0","7 526,0","7 605,0","5 349,0","4 510,0","564,0","1 430,0","1 873,0","2 829,0","70,0","177,0"
"3 818,0","4 303,0","480,0","915,0","316,0","76,0","3 922,0","6 093,0","16,0","9,0","7 554,0","7 385,0","5 280,0","4 094,0","418,0","1 437,0","1 815,0","1 589,0","55,0","191,0"
"3 898,0","4 224,0","430,0","836,0","328,0","88,0","3 870,0","6 121,0","15,0","8,0","7 270,0","7 279,0","5 404,0","4 092,0","404,0","1 442,0","1 788,0","1 589,0","75,0","191,0"
"3 864,0","4 161,0","406,0","763,0","336,0","96,0","3 769,0","6 154,0","10,0","8,0","7 152,0","7 181,0","4 973,0","4 108,0","381,0","1 447,0","1 769,0","1 589,0","94,0","191,0"
"3 765,0","4 122,0","395,0","706,0","332,0","108,0","3 780,0","6 190,0","6,0","9,0","7 040,0","7 092,0","4 893,0","4 112,0","382,0","1 500,0","1 743,0","1 589,0","88,0","191,0"
"3 588,0","4 107,0","387,0","659,0","336,0","124,0","3 863,0","6 200,0","5,0","9,0","6 663,0","7 025,0","4 834,0","4 106,0","346,0","1 505,0","1 722,0","1 497,0","88,0","212,0"
"3 409,0","4 125,0","367,0","620,0","336,0","136,0","3 861,0","6 219,0","5,0","10,0","6 292,0","6 982,0","4 812,0","4 111,0","339,0","1 509,0","1 712,0","1 497,0","86,0","212,0"
"3 016,0","4 150,0","373,0","590,0","348,0","152,0","3 839,0","6 239,0","5,0","8,0","5 988,0","6 947,0","4 837,0","4 114,0","338,0","1 513,0","1 701,0","1 497,0","95,0","212,0"
"2 852,0","4 171,0","398,0","566,0","360,0","164,0","3 847,0","6 261,0","5,0","7,0","5 787,0","6 908,0","4 761,0","4 122,0","348,0","1 518,0","1 680,0","1 497,0","114,0","212,0"
"2 887,0","4 185,0","404,0","545,0","388,0","180,0","3 987,0","6 266,0","6,0","5,0","5 980,0","6 866,0","4 187,0","4 131,0","819,0","1 522,0","1 706,0","1 603,0","117,0","192,0"
"2 977,0","4 171,0","421,0","533,0","400,0","200,0","3 965,0","6 263,0","6,0","4,0","5 942,0","6 822,0","4 141,0","4 135,0","856,0","1 525,0","1 716,0","1 603,0","118,0","192,0"
"2 955,0","4 148,0","415,0","524,0","432,0","220,0","3 993,0","6 259,0","7,0","4,0","6 088,0","6 775,0","4 127,0","4 138,0","751,0","1 528,0","1 788,0","1 603,0","117,0","192,0"
"3 037,0","4 120,0","410,0","511,0","472,0","240,0","4 067,0","6 256,0","8,0","4,0","6 453,0","6 718,0","4 166,0","4 142,0","729,0","1 531,0","1 805,0","1 603,0","106,0","192,0"
"3 189,0","4 088,0","394,0","495,0","508,0","264,0","5 116,0","6 549,0","8,0","3,0","6 237,0","6 253,0","4 352,0","4 057,0","1 420,0","1 534,0","1 871,0","1 685,0","89,0","165,0"
"3 239,0","4 068,0","413,0","481,0","528,0","288,0","5 216,0","6 531,0","7,0","3,0","6 689,0","6 260,0","4 437,0","4 070,0","1 577,0","1 538,0","1 876,0","1 685,0","79,0","165,0"
"3 453,0","4 049,0","416,0","469,0","552,0","312,0","5 222,0","6 513,0","8,0","3,0","7 127,0","6 351,0","4 251,0","4 116,0","1 572,0","1 542,0","1 874,0","1 685,0","68,0","165,0"
"3 881,0","4 030,0","420,0","458,0","584,0","336,0","5 137,0","6 494,0","8,0","3,0","7 279,0","6 471,0","4 313,0","4 136,0","1 336,0","1 546,0","1 877,0","1 685,0","60,0","165,0"
"3 906,0","4 042,0","386,0","442,0","624,0","360,0","6 035,0","6 600,0","8,0","2,0","6 392,0","6 509,0","4 229,0","4 161,0","1 373,0","1 549,0","1 827,0","1 817,0","57,0","132,0"
"3 674,0","4 050,0","375,0","418,0","664,0","376,0","6 063,0","6 702,0","9,0","2,0","6 877,0","6 394,0","4 132,0","4 261,0","1 427,0","1 553,0","1 827,0","1 817,0","37,0","132,0"
"3 676,0","4 042,0","406,0","395,0","700,0","396,0","6 133,0","6 805,0","8,0","2,0","7 216,0","6 196,0","4 263,0","4 482,0","1 422,0","1 556,0","1 905,0","1 817,0","24,0","132,0"
"3 777,0","4 025,0","391,0","365,0","668,0","416,0","6 035,0","6 907,0","8,0","3,0","7 245,0","6 056,0","4 339,0","4 431,0","1 573,0","1 560,0","1 933,0","1 817,0","16,0","132,0"
"3 761,0","4 054,0","377,0","340,0","656,0","440,0","5 945,0","6 964,0","9,0","3,0","6 699,0","5 919,0","4 316,0","4 454,0","1 290,0","1 564,0","1 964,0","1 967,0","17,0","114,0"
"3 784,0","4 137,0","348,0","335,0","648,0","476,0","5 889,0","7 021,0","9,0","5,0","6 695,0","5 861,0","4 186,0","4 468,0","1 596,0","1 569,0","1 898,0","1 967,0","27,0","114,0"
"3 872,0","4 223,0","321,0","343,0","640,0","516,0","5 927,0","7 078,0","8,0","7,0","6 484,0","5 807,0","4 212,0","4 479,0","1 583,0","1 574,0","1 917,0","1 967,0","35,0","114,0"
"3 891,0","4 318,0","289,0","355,0","652,0","560,0","6 082,0","7 134,0","10,0","9,0","6 334,0","5 765,0","4 214,0","4 490,0","1 584,0","1 578,0","1 947,0","1 967,0","42,0","114,0"
"3 925,0","4 431,0","265,0","368,0","696,0","612,0","6 131,0","7 202,0","8,0","12,0","6 058,0","5 735,0","4 326,0","4 508,0","1 547,0","1 582,0","1 949,0","2 129,0","41,0","123,0"
"4 064,0","4 590,0","265,0","417,0","812,0","696,0","6 263,0","7 279,0","8,0","16,0","5 804,0","5 794,0","4 337,0","4 528,0","1 598,0","1 585,0","1 899,0","2 129,0","40,0","123,0"
"4 227,0","4 748,0","297,0","465,0","932,0","784,0","6 269,0","7 356,0","9,0","20,0","5 906,0","5 863,0","4 122,0","4 545,0","1 593,0","1 588,0","1 902,0","2 129,0","39,0","123,0"
"4 528,0","4 904,0","350,0","515,0","1 064,0","872,0","6 403,0","7 432,0","13,0","24,0","6 550,0","5 945,0","4 115,0","4 562,0","1 596,0","1 591,0","1 892,0","2 129,0","37,0","123,0"
"4 789,0","5 058,0","381,0","568,0","1 108,0","960,0","6 577,0","7 491,0","18,0","28,0","6 812,0","6 018,0","4 413,0","4 656,0","1 599,0","1 593,0","1 932,0","2 544,0","39,0","155,0"
"5 054,0","5 203,0","421,0","631,0","1 100,0","1 048,0","6 741,0","7 540,0","21,0","34,0","7 048,0","6 137,0","4 441,0","4 661,0","1 597,0","1 595,0","1 967,0","2 544,0","35,0","155,0"
"5 384,0","5 349,0","482,0","693,0","1 148,0","1 136,0","6 948,0","7 589,0","29,0","40,0","7 270,0","6 257,0","4 436,0","4 664,0","1 597,0","1 596,0","2 064,0","2 544,0","34,0","155,0"
"5 605,0","5 486,0","533,0","759,0","1 204,0","1 220,0","7 147,0","7 639,0","41,0","48,0","7 482,0","6 377,0","4 191,0","4 669,0","1 599,0","1 598,0","2 193,0","2 544,0","36,0","155,0"
"5 962,0","5 593,0","560,0","821,0","1 232,0","1 296,0","7 257,0","7 660,0","53,0","56,0","7 616,0","6 492,0","4 091,0","4 670,0","1 602,0","1 599,0","2 338,0","3 433,0","36,0","183,0"
"6 162,0","5 666,0","587,0","886,0","1 296,0","1 360,0","7 318,0","7 673,0","75,0","65,0","7 758,0","6 604,0","4 210,0","4 676,0","1 602,0","1 601,0","2 446,0","3 433,0","35,0","183,0"
"6 320,0","5 735,0","621,0","959,0","1 344,0","1 428,0","7 419,0","7 686,0","90,0","74,0","7 753,0","6 722,0","4 234,0","4 676,0","1 601,0","1 602,0","2 561,0","3 433,0","39,0","183,0"
"6 391,0","5 800,0","685,0","1 041,0","1 432,0","1 492,0","7 495,0","7 699,0","95,0","87,0","7 569,0","6 852,0","4 212,0","4 679,0","1 601,0","1 603,0","2 692,0","3 433,0","39,0","183,0"
"6 390,0","5 848,0","770,0","1 135,0","1 520,0","1 552,0","7 521,0","7 686,0","107,0","101,0","7 482,0","7 013,0","4 292,0","4 677,0","1 591,0","1 605,0","2 834,0","4 431,0","44,0","195,0"
"6 354,0","5 875,0","831,0","1 229,0","1 548,0","1 600,0","7 472,0","7 669,0","116,0","115,0","7 536,0","7 157,0","4 208,0","4 675,0","1 592,0","1 606,0","3 064,0","4 431,0","50,0","195,0"
"6 308,0","5 900,0","895,0","1 314,0","1 608,0","1 652,0","7 471,0","7 652,0","135,0","125,0","7 590,0","7 264,0","4 008,0","4 673,0","1 597,0","1 607,0","3 256,0","4 431,0","60,0","195,0"
"6 408,0","5 922,0","977,0","1 389,0","1 692,0","1 704,0","7 475,0","7 636,0","144,0","131,0","7 697,0","7 341,0","3 840,0","4 668,0","1 599,0","1 608,0","3 407,0","4 431,0","59,0","195,0"
"6 462,0","5 937,0","1 081,0","1 446,0","1 848,0","1 748,0","7 565,0","7 601,0","149,0","133,0","7 691,0","7 396,0","4 046,0","4 666,0","1 598,0","1 609,0","3 590,0","5 348,0","59,0","272,0"
"6 475,0","5 945,0","1 142,0","1 498,0","1 984,0","1 788,0","7 571,0","7 555,0","141,0","134,0","7 731,0","7 437,0","4 064,0","4 652,0","1 600,0","1 609,0","3 743,0","5 348,0","51,0","272,0"
"6 484,0","5 953,0","1 183,0","1 547,0","2 096,0","1 828,0","7 459,0","7 510,0","137,0","136,0","7 749,0","7 478,0","4 095,0","4 645,0","1 597,0","1 610,0","3 926,0","5 348,0","62,0","272,0"
"6 480,0","5 959,0","1 227,0","1 582,0","2 176,0","1 868,0","7 469,0","7 464,0","143,0","133,0","7 680,0","7 500,0","4 095,0","4 637,0","1 599,0","1 610,0","4 026,0","5 348,0","75,0","272,0"
"6 389,0","5 913,0","1 255,0","1 604,0","2 224,0","1 908,0","7 411,0","7 402,0","151,0","130,0","7 307,0","7 272,0","4 139,0","4 697,0","1 602,0","1 610,0","4 055,0","5 961,0","125,0","334,0"
"6 431,0","5 899,0","1 297,0","1 624,0","2 256,0","1 936,0","7 377,0","7 330,0","154,0","124,0","7 453,0","7 276,0","4 132,0","4 680,0","1 602,0","1 609,0","4 158,0","5 961,0","171,0","334,0"
"6 395,0","5 887,0","1 326,0","1 644,0","2 200,0","1 960,0","7 368,0","7 257,0","154,0","118,0","7 606,0","7 279,0","4 158,0","4 669,0","1 600,0","1 608,0","4 366,0","5 961,0","186,0","334,0"
"6 335,0","5 875,0","1 356,0","1 665,0","2 096,0","1 984,0","7 261,0","7 185,0","167,0","111,0","7 610,0","7 283,0","4 189,0","4 655,0","1 602,0","1 607,0","4 560,0","5 961,0","212,0","334,0"
"6 257,0","5 863,0","1 396,0","1 684,0","2 028,0","2 008,0","7 200,0","7 120,0","182,0","104,0","7 547,0","7 283,0","4 179,0","4 643,0","1 602,0","1 606,0","4 775,0","6 109,0","210,0","411,0"
"6 222,0","5 842,0","1 441,0","1 694,0","2 024,0","2 020,0","7 101,0","7 059,0","178,0","100,0","7 344,0","7 257,0","4 186,0","4 630,0","1 601,0","1 605,0","4 908,0","6 109,0","216,0","411,0"
"6 253,0","5 821,0","1 482,0","1 704,0","1 980,0","2 028,0","7 081,0","6 997,0","174,0","94,0","7 216,0","7 230,0","4 168,0","4 616,0","1 602,0","1 604,0","4 984,0","6 109,0","265,0","411,0"
"6 160,0","5 787,0","1 522,0","1 719,0","1 912,0","2 040,0","7 009,0","6 935,0","166,0","89,0","7 126,0","7 200,0","4 132,0","4 605,0","1 599,0","1 603,0","5 114,0","6 109,0","314,0","411,0"
"6 094,0","6 122,0","1 535,0","1 590,0","1 884,0","2 004,0","6 921,0","7 222,0","165,0","154,0","7 043,0","7 243,0","4 520,0","4 192,0","1 586,0","1 602,0","5 236,0","5 325,0","326,0","572,0"
"6 026,0","6 015,0","1 551,0","1 615,0","1 884,0","1 972,0","6 857,0","7 150,0","173,0","151,0","6 890,0","7 136,0","4 538,0","4 186,0","1 595,0","1 602,0","5 353,0","5 325,0","297,0","572,0"
"6 006,0","5 890,0","1 579,0","1 645,0","1 892,0","1 940,0","6 835,0","7 001,0","165,0","149,0","6 910,0","7 010,0","4 507,0","4 240,0","1 603,0","1 604,0","5 452,0","5 325,0","270,0","572,0"
"5 971,0","5 785,0","1 582,0","1 681,0","1 904,0","1 924,0","6 842,0","6 955,0","145,0","155,0","6 838,0","6 867,0","4 510,0","4 231,0","1 601,0","1 604,0","5 580,0","5 325,0","307,0","572,0"
"5 851,0","5 666,0","1 569,0","1 718,0","1 824,0","1 900,0","6 753,0","6 980,0","134,0","149,0","6 838,0","6 847,0","4 269,0","4 388,0","1 601,0","1 604,0","5 722,0","5 460,0","344,0","627,0"
"5 760,0","5 524,0","1 597,0","1 763,0","1 736,0","1 888,0","6 705,0","6 956,0","130,0","134,0","6 834,0","6 841,0","4 326,0","4 361,0","1 598,0","1 603,0","5 936,0","5 460,0","390,0","627,0"
"5 683,0","5 387,0","1 658,0","1 803,0","1 692,0","1 876,0","6 654,0","6 896,0","134,0","125,0","6 818,0","6 772,0","4 345,0","4 309,0","1 599,0","1 604,0","6 129,0","5 460,0","488,0","627,0"
"5 554,0","5 258,0","1 702,0","1 841,0","1 632,0","1 844,0","6 620,0","6 797,0","131,0","120,0","6 836,0","6 711,0","4 276,0","4 249,0","1 599,0","1 605,0","6 217,0","5 460,0","601,0","627,0"
"5 457,0","5 129,0","1 773,0","1 877,0","1 600,0","1 812,0","6 590,0","6 740,0","138,0","122,0","6 839,0","6 704,0","4 259,0","4 124,0","1 589,0","1 601,0","6 257,0","5 694,0","663,0","699,0"
"5 344,0","5 022,0","1 843,0","1 913,0","1 644,0","1 788,0","6 493,0","6 752,0","132,0","119,0","6 837,0","6 707,0","4 177,0","4 131,0","1 591,0","1 602,0","6 232,0","5 694,0","680,0","699,0"
"5 224,0","4 922,0","1 945,0","1 951,0","1 584,0","1 760,0","6 451,0","6 702,0","124,0","124,0","6 769,0","6 675,0","4 090,0","4 130,0","1 589,0","1 598,0","6 256,0","5 694,0","675,0","699,0"
"5 059,0","4 801,0","2 036,0","1 988,0","1 580,0","1 732,0","6 361,0","6 672,0","119,0","119,0","6 705,0","6 714,0","4 032,0","4 041,0","1 581,0","1 599,0","6 226,0","5 694,0","703,0","699,0"
"4 963,0","4 682,0","2 111,0","2 030,0","1 576,0","1 696,0","6 209,0","6 593,0","108,0","112,0","6 689,0","6 684,0","4 306,0","3 993,0","1 575,0","1 594,0","6 225,0","5 988,0","757,0","798,0"
"4 835,0","4 584,0","2 177,0","2 066,0","1 484,0","1 672,0","6 169,0","6 448,0","120,0","109,0","6 646,0","6 622,0","4 259,0","3 938,0","1 577,0","1 593,0","6 297,0","5 988,0","787,0","798,0"
"4 694,0","4 478,0","2 261,0","2 103,0","1 416,0","1 660,0","6 042,0","6 339,0","124,0","102,0","6 543,0","6 529,0","4 174,0","3 940,0","1 584,0","1 592,0","6 316,0","5 988,0","774,0","798,0"
"4 511,0","4 361,0","2 333,0","2 139,0","1 296,0","1 648,0","5 938,0","6 267,0","121,0","111,0","6 493,0","6 490,0","4 032,0","3 937,0","1 588,0","1 596,0","6 349,0","5 988,0","762,0","798,0"
"4 335,0","4 242,0","2 398,0","2 171,0","1 252,0","1 624,0","5 767,0","6 133,0","125,0","114,0","6 470,0","6 470,0","4 511,0","4 065,0","1 590,0","1 594,0","6 407,0","6 124,0","776,0","876,0"
"4 178,0","4 153,0","2 479,0","2 203,0","1 232,0","1 584,0","5 649,0","5 997,0","127,0","112,0","6 392,0","6 394,0","4 405,0","3 977,0","1 595,0","1 591,0","6 477,0","6 124,0","842,0","876,0"
"4 023,0","4 061,0","2 550,0","2 250,0","1 244,0","1 560,0","5 665,0","5 844,0","124,0","116,0","6 293,0","6 332,0","4 303,0","3 950,0","1 593,0","1 588,0","6 539,0","6 124,0","865,0","876,0"
"3 891,0","3 967,0","2 586,0","2 289,0","1 236,0","1 540,0","5 556,0","5 775,0","130,0","117,0","6 285,0","6 303,0","4 214,0","3 883,0","1 589,0","1 586,0","6 572,0","6 124,0","850,0","876,0"
"3 848,0","3 901,0","2 603,0","2 327,0","1 204,0","1 508,0","5 492,0","5 742,0","137,0","114,0","6 390,0","6 225,0","4 145,0","4 021,0","1 586,0","1 578,0","6 634,0","6 382,0","843,0","913,0"
"3 821,0","3 894,0","2 628,0","2 378,0","1 212,0","1 468,0","5 393,0","5 661,0","137,0","117,0","6 353,0","6 156,0","4 050,0","3 882,0","1 585,0","1 572,0","6 748,0","6 382,0","843,0","913,0"
"3 794,0","3 875,0","2 686,0","2 424,0","1 260,0","1 432,0","5 317,0","5 583,0","128,0","120,0","6 270,0","6 183,0","3 859,0","3 818,0","1 572,0","1 557,0","6 877,0","6 382,0","860,0","913,0"
"3 784,0","3 862,0","2 746,0","2 453,0","1 260,0","1 412,0","5 211,0","5 488,0","126,0","118,0","6 223,0","6 320,0","3 609,0","3 722,0","1 562,0","1 545,0","6 965,0","6 382,0","902,0","913,0"
"3 817,0","3 864,0","2 814,0","2 744,0","1 240,0","1 388,0","5 155,0","5 366,0","127,0","110,0","6 282,0","6 324,0","3 726,0","3 626,0","1 546,0","1 526,0","7 071,0","6 920,0","931,0","1 003,0"
"3 836,0","3 852,0","2 806,0","2 764,0","1 208,0","1 376,0","5 152,0","5 257,0","140,0","123,0","6 197,0","6 204,0","3 670,0","3 487,0","1 540,0","1 510,0","7 293,0","6 920,0","923,0","1 003,0"
"3 941,0","3 859,0","2 787,0","2 776,0","1 168,0","1 368,0","5 068,0","5 195,0","145,0","119,0","6 080,0","6 052,0","3 356,0","3 359,0","1 527,0","1 493,0","7 450,0","6 920,0","894,0","1 003,0"
"4 032,0","3 884,0","2 779,0","2 776,0","1 164,0","1 356,0","4 927,0","5 130,0","130,0","127,0","5 968,0","6 136,0","2 987,0","3 247,0","1 495,0","1 467,0","7 616,0","6 920,0","864,0","1 003,0"
"4 041,0","3 878,0","2 830,0","2 754,0","1 172,0","1 348,0","4 809,0","4 972,0","131,0","128,0","5 916,0","6 003,0","2 938,0","3 141,0","1 450,0","1 443,0","7 878,0","7 129,0","848,0","960,0"
